Address_ID,Timestamp,Do.you.agree.to.participate.in.this.study.,X2..GPS.Coordinates.of.the.Shop,X3..Market.Name,X4...Group.,X5..Section,X6..Line,X7..Block.Number,X8..Shop.Number..Visible.Tag.,X9..Shop.Number..Count.,X10..Shop.Level,X11..Shop.Occupancy.Status,X12..Locked.Up.Status,X13..Shop.Type,X15..Position.in.Shop,X17..How.many.people.work.in.your.shop.each.day.,X18..Shop.Opening.Time,X19..Shop.Closing.Time,X20..Does.the.shop.owner.have.a.bank.account.,X21..Name.of.Bank.1,X22..Name.of.Bank.2,X23..Does.the.shop.owner.Have..a.smart.phone.,X24..Which.payment.platform.have.you.used.,X25..If.you.could.save.money.on.Electricity.would.you.be.willing.to.use.some.on.the.savings.to.fund.value.added.services.such.as.pensions..Healthcare.or.Educational.savings.plans,X26...What.would.be.your.First.Choice.for.value.added.Services,X27..What.would.be.the.second.choice.for.value.added.services,X28..What.would.be.the.Third.choice.for.value.added.services,X29..Is.There.Electricity.Supply.In.The.Shop.,X30..Do.You.Need.More.Hours.of.Electricity.In.This.Shop.,X31..Is.there.a.supply.of.electricity.for.this.shop.from.the.grid.utility..local.discos.NEPA.PHCN..connected.directly.to.this.shop..not.a.shared.connection.from.outside..,X32..How.frequent.do.you.pay.for.this.electricity,X33..How.Much.Do.you.Pay.for.grid.utility.service...local.disco.NEPA.PHCN.etc...during.the.payment.period.you.mentioned.before.,X34..Total.hours.of.power.interruption.from.the.grid.in.a.week.,X35..Is.there.a.supply.of.electricity.from.a..merger..generators.,X36..How.frequently.do.you.pay.for.this.electricity.supply..merger.,X37..How.Much.Do.You.Pay.For.electricity.from.the.merger.Generator..during.the.payment.period.you.mentioned.before.,X47..Total.amount.of.money.spent.on.fuel.for.all.generators..during.the.payment.period.you.mentioned.before.,X48..How.long.do.you.typically.run.the.generator.daily..in.hours..,X49..On.the.most.recent.workday..how.many.hours.of.generator.power.did.this.shop.use.,X51..What.price.do.you.typically.pay.for.fuel..Naira...liter..,X64..Which.appliance.is.the.most.important.for.your.business.to.function.properly,X65..Which.appliance.is.the.Second.most.important.for.your.business.to.function.properly,X66..Which.appliance.is.the.Third.most.important.for.your.business.to.function.properly,Latitude,Longitude
OTK--SEC(C)--BL(2)--LIN(2)--SNUM(1894)--SLEV(0),2022-03-28 14:34:16,Accept,"7.19xxxx, 8.13xxxx",Otukpo Main Market,Closed Shop,SECTION C,2,2,1894,29.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.19,8.13
Onitsha--SEC(A)--LIN(3)--BL(2)--SNUM(920)--SLEV(GROUND FLOOR),2022-04-14 20:59:47,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Closed Shop,SECTION A,3,2,920,26.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Watt--SEC(B)--LIN(1)--BL(2)--SNUM(1611)--SLEV(0),2022-03-21 09:25:25,Accept,"4.95xxxx, 8.32xxxx",Watt Market,Closed Shop,SECTION B,1,2,1611,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Fabrication,Owner,1 to 2,8:00 AM,7:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,4.95,8.32
Aba-Ekeoha--SEC(B)--LIN(3)--BL(2)--SNUM(1768)--SLEV(0),2022-03-22 14:13:09,Accept,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,SECTION B,3,2,1768,122.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
SLJ--SEC(A)--LIN(4)--BL(2)--SNUM(72)--SLEV(0),2022-03-15 11:42:58,Accept,"9.17xxxx, 7.18xxxx",Suleja Central Market,Closed Shop,SECTION A,4,2,72,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Traditional Accessories,Owner,1 to 2,8:00 AM,5:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,None,FALSE,Healthcare,Education,Savings Account,True,True,False,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.17,7.18
WRI--SEC(C)--LIN(14)--BL(1)--SNUM(647)--SLEV(0),2022-03-16 10:49:53,Accept,"5.51xxxx, 5.74xxxx",Warri Main Market,Closed Shop,SECTION C,14,1,647,2.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.51,5.74
Onitsha--SEC(B)--LIN(1)--BL(5)--SNUM(10516)--SLEV(GROUND FLOOR),2022-06-07 14:19:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,1,5,10516,1.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Printer,Owner,3 to 5,8:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Onuimo--SEC(D)--LIN(8)--BL(1)--SNUM(5435)--SLEV(0),2022-05-21 16:05:21,Accept,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo Industrial And General Goods Market),Closed Shop,SECTION D,8,1,5435,51.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Building materials & Paint, Pumping materials and furniture",Sales Boy/Girl,1 to 2,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,"Quickteller , Remitta",TRUE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.55,7.41
KTK--SEC(SECTION C)--LIN(LINE 2)--BL(24)--SNUM(2369)--SLEV(0),2022-03-19 12:01:34,Accept,"9.94xxxx, 8.87xxxx",Katako,Closed Shop,SECTION C,LINE 2,24,2369,24.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.94,8.87
KTS--SEC(SECTION B)--LIN(LINE 1)--BL(BLOCK 17)--SNUM(2496)--SLEV(0),2022-05-23 11:58:51,Accept,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION B,LINE 1,BLOCK 17,2496,383.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Optics/ Eyeglasses,Owner,1,8:00 AM,7:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.9,7.6
Onitsha--SEC(A)--LIN(4)--BL(3)--SNUM(1043)--SLEV(GROUND FLOOR),2022-04-07 08:39:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,4,3,1043,21.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
MKD--SEC(B)--LIN(15)--BL(1)--SNUM(1149)--SLEV(0),2022-03-25 14:56:51,Accept,"7.72xxxx, 8.49xxxx",Makurdi Modern Market,Closed Shop,SECTION B,15,1,1149,29.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.72,8.49
Onitsha--SEC(B)--LIN(9)--BL(1)--SNUM(12480)--SLEV(GROUND FLOOR),2022-04-09 13:59:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,9,1,12480,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Cosmetics, Salon and hairdressing",Sales Boy/Girl,1 to 2,8:00 AM,5:00 PM,TRUE,Access Bank Plc,Access Bank Plc,True,Quickteller,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
KTO--SEC(SECTION C)--BL(BLOCK F)--LIN(LINE 6)--SNUM(936)--SLEV(0),2023-06-08 15:55:00,Accept,"7.13xxxx, 3.35xxxx","Kuto Market, Abeokuta.",Closed Shop,SECTION C,LINE 6,BLOCK F,936,21.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.13,3.35
OTK--SEC(A)--BL(6)--LIN(2)--SNUM(740)--SLEV(0),2022-03-28 14:37:38,Accept,"7.19xxxx, 8.13xxxx",Otukpo Main Market,Closed Shop,SECTION A,6,2,740,7.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.19,8.13
GKM--SEC(A)--LIN(15)--BL(1)--SNUM(408)--SLEV(0),2022-03-24 17:14:01,Accept,"7.32xxxx, 9.00xxxx",Gboko Main Market,Closed Shop,SECTION A,15,1,408,19.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,6 to 10,9:00 AM,5:00 PM,TRUE,Zenith Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,TRUE,Healthcare,Savings Account,"Insurance (Health, Auto, Building or Contents)",False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.32,9.0
OTK--SEC(D)--LIN(18)--BL(17)--SNUM(2575)--SLEV(0),2022-03-26 03:11:54,Accept,"7.19xxxx, 8.13xxxx",Otukpo Main Market,Closed Shop,SECTION D,18,17,2575,50.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.19,8.13
KRM--SEC(SECTION D)--LIN(LINE 1)--BL(BLOCK 67)--SNUM(4695)--SLEV(GROUND FLOOR),2022-05-22 08:40:22,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Open Stall,SECTION D,LINE 1,BLOCK 67,4695,37.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
KTS--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK 9)--SNUM(3827)--SLEV(0),2022-05-23 13:09:04,Accept,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION C,LINE 2,BLOCK 9,3827,20.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.9,7.6
Ngwa--SEC(C)--LIN(47)--BL(2)--SNUM(6331)--SLEV(0),2022-03-29 12:34:48,Accept,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,SECTION C,47,2,6331,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,1 to 2,7:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
PTK--SEC(SECTION B)--LIN(LINE 1)--BL(BLOCK AS)--SNUM(AS2210)--SLEV(0),2022-06-16 11:12:18,Accept,"10.5xxxx3, 7.41xxxx",Panteka Market,Closed Shop,SECTION B,LINE 1,BLOCK AS,AS2210,5.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,COLD DRINKS SELLER,Owner,1 to 2,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,Quickteller,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.41
SBG--SEC(SECTION E)--LIN(LINE 2)--BL(BB)--SNUM(7349)--SLEV(0),2022-06-03 11:30:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION E,LINE 2,BB,7349,21.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
Watt--SEC(A)--LIN(5)--BL(3)--SNUM(411)--SLEV(0),2022-03-19 15:03:45,Accept,"4.95xxxx, 8.32xxxx",Watt Market,Closed Shop,SECTION A,5,3,411,17.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,4.95,8.32
SBG--SEC(SECTION C)--LIN(LINE 1)--BL(C81)--SNUM(4001)--SLEV(0),2022-06-04 08:02:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION C,LINE 1,C81,4001,9.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
Ochanja--SEC(C)--LIN(1)--BL(1)--SNUM(2861)--SLEV(0),2022-07-01 09:03:00,Accept,"6.13xxxx, 6.78xxxx",Ochanja,Closed Shop,SECTION C,1,1,2861,1.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,FROZEN FOODS,Owner,1 to 2,8:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.13,6.78
SBG--SEC(SECTION D)--LIN(LINE 2)--BL(L)--SNUM(5241)--SLEV(0),2022-06-08 13:02:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Open Stall,SECTION D,LINE 2,L,5241,5.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,3 to 5,9:00 AM,7:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Savings Account,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
PTK--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK N)--SNUM(N688)--SLEV(0),2022-06-13 12:07:49,Accept,"10.5xxxx3, 7.41xxxx",Panteka Market,Closed Shop,SECTION A,LINE 2,BLOCK N,N688,1.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Welding / Metal Works,Owner,3 to 5,9:00 AM,7:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Savings Account,Savings Account,Healthcare,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.41
TSH--SEC(SECTION B)--LIN(LINE 7)--BL(BLOCK O)--SNUM(842)--SLEV(0),2022-04-14 11:48:25,Accept,"10.2xxxx3, 11.1xxxx2",Tshon Kasuwa,Closed Shop,SECTION B,LINE 7,BLOCK O,842,17.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Sales Boy/Girl,3 to 5,7:00 AM,7:00 PM,TRUE,Union Bank of Nigeria Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Healthcare,Education,Savings Account,True,True,True,Monthly,500.0,2.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.2,11.1
Onitsha--SEC(B)--LIN(17)--BL(5)--SNUM(21071)--SLEV(GROUND FLOOR),2022-04-09 09:36:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,17,5,21071,370.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,FROZEN FOODS,Owner,3 to 5,9:00 AM,7:00 PM,TRUE,Wema Bank Plc,FIRST BANK NIGERIA LIMITED,True,Remitta,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
SBG--SEC(SECTION G)--LIN(LINE 1)--BL(GJ)--SNUM(9669)--SLEV(0),2022-06-07 13:51:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION G,LINE 1,GJ,9669,25.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
KRM--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK 24)--SNUM(1495)--SLEV(GROUND FLOOR),2022-05-22 15:14:39,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION B,LINE 2,BLOCK 24,1495,19.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Stationary/ Bookstore,Owner,3 to 5,9:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
JMT--SEC(D)--LIN(1)--BL(7)-SNUM(3410)--SLEV(0),2023-06-24 17:12:29,Accept,"9.27xxxx, 12.4xxxx2",Jimeta Central / Modern Market,Open Stall,SECTION D,1,7,3410,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Motor Parts,Sales Boy/Girl,01-Feb,8:00 AM,5:00 PM,TRUE,Skye Bank Plc,Jaiz Bank,True,PAGA,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.27,12.4
Onitsha--SEC(B)--LIN(3)--BL(1)--SNUM(10964)--SLEV(GROUND FLOOR),2022-04-14 05:44:44,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,3,1,10964,1.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
TND--SEC(SECTION D)--LIN(LINE 2)--BL(D72)--SNUM(4456)--SLEV(1),2022-05-28 10:15:30,Accept,"10.5xxxx4, 7.40xxxx",Tundun Wada Market,Closed Shop,SECTION D,LINE 2,D72,4456,34.0,FIRST FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.4
JMT--SEC(B)--LIN(2)--BL(51)-SNUM(1016)--SLEV(0),2022-04-15 12:39:02,Accept,"9.27xxxx, 12.4xxxx2",Jimeta Central / Modern Market,Closed Shop,SECTION B,2,51,1016,1.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,6 to 10,9:00 AM,6:00 PM,TRUE,Access Bank Plc,Fidelity Bank Plc,True,OTHERS,FALSE,Healthcare,Education,Savings Account,True,True,False,Monthly,1000.0,25.0,True,Monthly,7000.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.27,12.4
RKB--SEC(SECTION D)--LIN(LINE 2)--BL(29)--SNUM(3031)--SLEV(0),2022-03-22 16:05:07,Accept,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION D,LINE 2,29,3031,11.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Union Bank of Nigeria Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.92,8.86
IGD--SEC(E)--LIN(7)--BL(2)--SNUM(2068)--SLEV(0),2022-04-13 12:59:55,Accept,"5.52xxxx, 5.76xxxx",Igbudu Market,Closed Shop,SECTION E,7,2,2068,23.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.52,5.76
Ochanja--SEC(A)--LIN(4)--BL(1)--SNUM(551)--SLEV(0),2022-07-06 10:56:00,Accept,"6.13xxxx, 6.78xxxx",Ochanja,Open Stall,SECTION A,4,1,551,12.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Traditional Accessories,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Key Stone Bank,FIRST BANK NIGERIA LIMITED,True,Quickteller,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.13,6.78
MKD--SEC(B)--LIN(14)--BL(2)--SNUM(1068)--SLEV(0),2022-03-26 11:18:21,Accept,"7.72xxxx, 8.49xxxx",Makurdi Modern Market,Closed Shop,SECTION B,14,2,1068,18.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Citibank Nigeria Limited,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Healthcare,Education,Savings Account,True,True,False,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Pressing Iron,7.72,8.49
